1000 	 42.8267 	 4.82671 
1001 	 41.1197 	 3.11968 
1002 	 39.7536 	 1.75364 
1003 	 41.82 	 3.82 
1004 	 39.7143 	 1.71431 
1005 	 42.088 	 4.08804 
1006 	 40.154 	 2.15398 
1007 	 40.0045 	 2.00448 
1008 	 43.2133 	 5.21326 
1009 	 42.669 	 4.66901 
1010 	 36.9262 	 -1.07376 
1011 	 36.5894 	 -1.41063 
1012 	 35.7455 	 -2.25446 
1013 	 40.9156 	 2.91558 
1014 	 40.3778 	 2.37781 
1015 	 39.5238 	 1.52376 
1016 	 37.7363 	 -0.263745 
1017 	 39.3082 	 1.30819 
1018 	 40.6893 	 2.68927 
1019 	 41.2527 	 3.25275 
1020 	 39.471 	 1.47103 
1021 	 39.3839 	 1.38389 
1022 	 42.2819 	 4.28189 
1023 	 41.4314 	 3.43139 
1024 	 37.9004 	 -0.0995969 
1025 	 39.9399 	 1.93994 
1026 	 38.6984 	 0.698352 
1027 	 42.1995 	 4.19948 
1028 	 40.7709 	 2.77088 
1029 	 38.6962 	 0.696211 
1030 	 38.2681 	 0.26806 
1031 	 40.2706 	 2.27056 
1100 	 41.2489 	 3.2489 
1101 	 41.4845 	 3.48448 
1102 	 39.7953 	 1.7953 
1103 	 38.0608 	 0.0607844 
1104 	 42.9984 	 4.99836 
1105 	 40.6761 	 2.67605 
1106 	 39.871 	 1.87101 
1107 	 43.7219 	 5.72188 
1108 	 39.9305 	 1.93055 
1109 	 35.3914 	 -2.60864 
1110 	 41.597 	 3.59705 
1111 	 36.605 	 -1.39503 
1112 	 36.8939 	 -1.10606 
1113 	 40.6603 	 2.66032 
1114 	 42.9254 	 4.92541 
1115 	 41.6521 	 3.65214 
1116 	 37.2817 	 -0.718308 
1117 	 38.4676 	 0.467551 
1118 	 39.1042 	 1.1042 
1119 	 43.0934 	 5.09341 
1120 	 44.3292 	 6.32923 
1121 	 39.1682 	 1.16825 
1122 	 39.4814 	 1.4814 
1123 	 41.347 	 3.34698 
1124 	 36.2666 	 -1.73337 
1125 	 39.6801 	 1.68008 
1126 	 33.4555 	 -4.54452 
1127 	 40.2938 	 2.29376 
1128 	 39.3732 	 1.37322 
1129 	 39.8602 	 1.86023 
1130 	 39.6895 	 1.6895 
1131 	 44.5475 	 6.5475 
1200 	 38.978 	 0.97798 
1201 	 39.1647 	 1.16472 
1202 	 38.0566 	 0.056599 
1203 	 39.6595 	 1.65954 
1204 	 37.9943 	 -0.00570752 
1205 	 39.2498 	 1.24976 
1206 	 43.4177 	 5.4177 
1207 	 43.1624 	 5.16242 
1208 	 40.1959 	 2.19594 
1209 	 38.0685 	 0.0684962 
1210 	 39.3933 	 1.39331 
1211 	 39.4886 	 1.48863 
1212 	 39.8235 	 1.82349 
1213 	 41.6319 	 3.63193 
1214 	 35.9456 	 -2.05436 
1215 	 37.9681 	 -0.0319414 
1216 	 39.2354 	 1.23541 
1217 	 39.0998 	 1.0998 
1218 	 38.6326 	 0.632607 
